icao_id,name,latitude,longitude,type
ROMY,Miyakojima/Miyako Arpt,24.782,125.295,METAR
RORA,Aguni Island,26.6,127.23,METAR
RORH,Hateruma,24.07,123.8,METAR
RORK,Kitadaito Island Arpt,25.944,131.326,METAR
RORS,Shimojishima Arpt,24.827,125.145,METAR|TAF
RORT,Tarama Arpt,24.653,124.674,METAR
RORY,Yoron Island,27.044,128.4,METAR
ROTM,Futenma,26.271,127.754,METAR|TAF
ROYN,Yonaguni Arpt,24.467,122.978,METAR
RPLB,Olongapo/Subic Bay Intl,14.794,120.271,METAR|TAF
RPLC,Angeles City/Clark Intl,15.186,120.56,METAR|TAF
RPLI,Laoag Intl,18.178,120.532,METAR|TAF
RPLL,Manila/Aquino Intl,14.507,121.004,METAR|TAF
RPMD,Davao/Bangoy Intl,7.125,125.646,METAR|TAF
RPML,Cagayan de Oro/Lumbi,8.416,124.611,METAR|TAF
RPMP,Padigan Arpt,7.83,123.461,METAR
RPMR,Tambler/Santos Intl,6.058,125.096,METAR|TAF
RPMS,Surigao,9.756,125.481,METAR
RPMZ,Zamboanga Intl,6.92,122.063,METAR|TAF
RPUA,Aparri,18.359,121.63,METAR
RPUB,Baguio/Loakan Arpt,16.375,120.62,METAR
RPUD,Daet,14.129,122.98,METAR
RPUH,San Jose,12.361,121.047,METAR
RPUI,Iba,15.326,119.968,METAR
RPUK,Calapan,13.423,121.201,METAR
RPUN,Naga/Luzon Isla,13.584,123.27,METAR
RPUO,Basco,20.451,121.98,METAR
RPUQ,Vigan Arpt,17.555,120.356,METAR
RPUR,Baler,15.76,121.564,METAR
RPUT,Tuguegarao,17.643,121.733,METAR
RPUV,Virac/Catanduan,13.576,124.206,METAR
RPUW,Marinduque Isla,13.37,121.83,METAR
RPVA,Tacloban,11.228,125.028,METAR
RPVD,Dumaguete Arpt,9.334,123.297,METAR|TAF
RPVF,Catarman,12.502,124.636,METAR
RPVG,Guiuan Arpt,11.036,125.742,METAR
RPVI,Iloilo,10.713,122.543,METAR|TAF
RPVJ,Masbate Arpt,12.369,123.63,METAR
RPVK,Kalibo Arpt,11.683,122.383,METAR|TAF
RPVM,Mactan-Cebu Intl,10.308,123.978,METAR|TAF
RPVP,Puerto Princesa Intl,9.742,118.759,METAR|TAF
RPVR,Roxas,11.598,122.752,METAR
RPVT,Tagbilaran,9.664,123.853,METAR
RPWB,Gen Santos,6.117,125.183,METAR
RPWG,Dipolog,8.6,123.35,METAR
RPWS,Surigao,9.756,125.481,METAR
SAAC,Concordia/Pierreste,-31.308,-58.016,METAR|TAF
SAAG,Gualeguaychu Ae,-33.01,-58.613,METAR
SAAJ,Junin Arpt,-34.553,-60.931,METAR
SAAP,Parana/Gen Urquiza,-31.79,-60.483,METAR|TAF
SAAR,Rosario Intl,-32.918,-60.782,METAR|TAF
SAAU,Villaguay Arpt,-31.858,-59.074,METAR
SAAV,Sauce Viejo Arpt,-31.712,-60.812,METAR|TAF
SABA,Buenos Aires,-34.608,-58.401,METAR
SABE,Buenos Aires/Newbery Arpt,-34.559,-58.416,METAR|TAF
SACI,Pilar Observato,-31.668,-63.882,METAR
SACO,Cordoba/Taravella Intl,-31.324,-64.208,METAR|TAF
SACP,Chepes,-31.333,-66.6,METAR
SACT,Gobernador Gordillo,-30.349,-66.295,METAR
SACV,Villa De Maria,-29.898,-63.722,METAR
SADD,Don Torcuato Arpt,-34.498,-58.604,METAR|TAF
SADF,San Fernando Intl,-34.457,-58.593,METAR|TAF
SADL,La Plata Arpt,-34.972,-57.895,METAR
SADM,Buenos Aires/Moron,-34.676,-58.643,METAR
SADP,El Palomar Arpt,-34.61,-58.613,METAR|TAF
SAEZ,Buenos Aires/Pistarini Arpt,-34.822,-58.536,METAR|TAF
SAME,Mendoza/Plumerillo Arpt,-32.832,-68.793,METAR|TAF
SAMI,San Martin,-33.083,-68.417,METAR
SAMJ,Jachal,-30.25,-68.74,METAR
SAMM,Malargue Arpt,-35.481,-69.583,METAR
SAMR,San Rafael Arpt,-34.585,-68.414,METAR
SAMS,San Carlos,-33.771,-69.034,METAR
SAMU,Uspallata,-32.601,-69.335,METAR
SANC,Catamarca Arpt,-28.593,-65.754,METAR|TAF
SANE,Santiago Del Estero,-27.755,-64.3,METAR|TAF
SANI,Tinogasta,-28.041,-67.577,METAR
SANL,La Rioja/Capt Vincen,-29.383,-66.795,METAR|TAF
SANO,Chilecito,-29.224,-67.439,METAR
SANR,Termas de Rio Hondo Intl,-27.497,-64.936,METAR|TAF
SANT,Tucuman/Matlenzo Intl,-26.841,-65.105,METAR|TAF
SANU,San Juan Arpt,-31.572,-68.418,METAR|TAF
SANW,Ceres,-29.876,-61.933,METAR
SAOC,Rio Cuarto Arpt,-33.095,-64.273,METAR|TAF
SAOD,Villa Dolores Arpt,-31.951,-65.149,METAR
SAOL,Laboulaye,-34.135,-63.362,METAR
SAOM,Marcos Juarez Arpt,-32.684,-62.158,METAR
SAOR,Villa Reynolds Arpt,-33.73,-65.387,METAR|TAF
SAOU,San Luis Arpt,-33.273,-66.356,METAR
SARC,Corrientes Arpt,-27.445,-58.762,METAR|TAF
SARE,Resistencia Arpt,-27.45,-59.056,METAR|TAF
SARF,Formosa Intl,-26.213,-58.228,METAR|TAF
SARI,Puerto Iguazú Intl,-25.737,-54.473,METAR|TAF
SARL,Paso de los Libres Arpt,-29.689,-57.152,METAR|TAF
SARM,Monte Caseros Arpt,-30.272,-57.64,METAR
SARP,Posadas Arpt,-27.386,-55.969,METAR|TAF
SARS,Presidencia Pena Arpt,-26.749,-60.487,METAR
SASA,Salta/Guemes Arpt,-24.856,-65.486,METAR|TAF
SASJ,Jujuy/El Cadilal Arpt,-24.387,-65.098,METAR|TAF
SASO,Orán Arpt,-23.153,-64.329,METAR
SASQ,La Quiaca Observator,-22.103,-65.6,METAR
SASR,Rivadavia,-24.185,-62.885,METAR
SAST,Tartagal Arpt,-22.617,-63.795,METAR
SATU,Curuzu Cuatia Arpt,-29.771,-57.979,METAR
SAVB,El Bolson Arpt,-41.948,-71.533,METAR
SAVC,Comodoro Rivadavia Arpt,-45.79,-67.471,METAR|TAF
SAVE,Esquel Arpt,-42.906,-71.147,METAR|TAF
SAVO,San Antonio Oeste,-40.757,-65.031,METAR
SAVP,Paso De Indios,-43.856,-69.044,METAR
SAVT,Trelew/Almirante Zar Intl,-43.209,-65.282,METAR|TAF
SAVV,Viedma/Castello,-40.867,-63.001,METAR|TAF
SAWA,Lago Argentino Arpt,-50.327,-72.276,METAR
SAWC,El Calafate Arpt,-50.284,-72.052,METAR|TAF
SAWD,Puerto Deseado Arpt,-47.735,-65.904,METAR
SAWE,Rio Grande/Quijada Intl,-53.781,-67.754,METAR|TAF
SAWG,Rio Gallegos Intl,-51.609,-69.306,METAR|TAF
SAWH,Ushuaia/Malvinas Arpt,-54.844,-68.308,METAR|TAF
SAWJ,San Julian Aero,-49.307,-67.803,METAR
SAWP,Perito Moreno Arpt,-46.537,-70.983,METAR
SAWR,Gobernador Gregores,-48.783,-70.167,METAR
SAWU,Santa Cruz Arpt,-50.017,-68.579,METAR
SAZA,Azul Arpt,-36.832,-59.886,METAR
SAZB,Bahia Blanca/Espora Arpt,-38.725,-62.169,METAR|TAF
SAZD,Dolores Arpt,-36.32,-57.721,METAR
SAZE,Pigüé Arpt,-37.602,-62.378,METAR
SAZG,General Pico Arpt,-35.696,-63.758,METAR
SAZH,Tres Arroyos Arpt,-38.392,-60.329,METAR
SAZM,Mar del Plata Arpt,-37.932,-57.581,METAR|TAF
SAZN,Neuquen Arpt,-38.95,-68.141,METAR|TAF
SAZP,Pehuajo Arpt,-35.839,-61.858,METAR
SAZQ,Rio Colorado,-39.017,-64.083,METAR
SAZR,Santa Rosa Arpt,-36.593,-64.28,METAR|TAF
SAZS,San Carlos de Bariloche Arpt,-41.151,-71.157,METAR|TAF
SAZT,Tandil Arpt,-37.241,-59.23,METAR
SAZV,Villa Gesell,-37.235,-57.029,METAR
SAZY,Chapelco,-40.075,-71.137,METAR|TAF
SBAA,Conceição do Araguai,-8.349,-49.302,METAR
SBAC,Regional de Aracati,-4.568,-37.805,METAR|TAF
SBAF,Afonsos,-22.875,-43.385,METAR|TAF
SBAN,Anapolis,-16.229,-48.964,METAR|TAF
SBAQ,Araraquara Arpt,-21.812,-48.133,METAR
SBAR,Aracaju/Santa Maria Intl,-10.984,-37.07,METAR|TAF
SBAT,Alta Floresta Arpt,-9.872,-56.106,METAR|TAF
SBAU,Araçatuba Arpt,-21.141,-50.425,METAR
SBAX,Araxa Arpt,-19.563,-46.96,METAR
SBBC,Benjamin Constant,-4.382,-70.033,METAR
SBBE,Belém/Val de Cans Arpt,-1.379,-48.476,METAR|TAF
SBBG,Bage/Kraemer Arpt,-31.391,-54.112,METAR|TAF
SBBH,Belo Horizonte/Astra,-19.851,-43.951,METAR|TAF
SBBI,Curitiba/Bacacheri Arpt,-25.404,-49.232,METAR|TAF
SBBQ,Barbacena Arpt,-21.267,-43.761,METAR
SBBR,Brasília Intl,-15.867,-47.933,METAR|TAF
SBBT,Barretos Arpt,-20.584,-48.594,METAR
SBBU,Bauru Arpt,-22.345,-49.054,METAR|TAF
SBBV,Boa Vista Arpt,2.846,-60.69,METAR|TAF
SBBW,Berra Do Garcas Arpt,-15.861,-52.389,METAR|TAF
SBCA,Cascavel Arpt,-25,-53.501,METAR
SBCB,Cabo Frio Arpt,-22.922,-42.074,METAR|TAF
SBCC,Cachimbo Arpt,-9.334,-54.965,METAR
SBCF,Belo Horizonte/Neves Intl,-19.635,-43.966,METAR|TAF
SBCG,Campo Grande Intl,-20.469,-54.672,METAR|TAF
SBCH,Chapecó Arpt,-27.132,-52.662,METAR
SBCI,Carolina Arpt,-7.32,-47.459,METAR|TAF
SBCJ,Carajás Arpt,-6.118,-50.004,METAR|TAF
SBCM,Criciuma/Freitas Arpt,-28.726,-49.425,METAR
SBCO,Porto Alegre/Canoas,-29.945,-51.144,METAR|TAF
SBCP,Campos/Lysandro Arpt,-21.701,-41.305,METAR|TAF
SBCR,Corumba Intl,-19.01,-57.667,METAR|TAF
SBCT,Curitiba/Pena Intl,-25.529,-49.176,METAR|TAF
SBCV,Caravelas Arpt,-17.652,-39.253,METAR|TAF
SBCX,Campo dos Bugres/Cai,-29.195,-51.189,METAR
SBCY,Cuiabá/Rondon Arpt,-15.653,-56.116,METAR|TAF
SBCZ,Cruzeiro Do Sul Intl,-7.597,-72.774,METAR|TAF
SBDN,Presidente Prudente Arpt,-22.175,-51.427,METAR|TAF
SBEG,Manaus/Gomes Intl,-3.039,-60.05,METAR|TAF
SBEK,Jacareacanga Arpt,-6.234,-57.776,METAR
SBES,Sao Pedro de Aldeia,-22.813,-42.093,METAR
SBFI,Foz do Iguacu Arpt,-25.595,-54.488,METAR|TAF
SBFL,Florianopolis Intl,-27.671,-48.547,METAR|TAF
SBFN,Fernando de Noronha Arpt,-3.855,-32.423,METAR|TAF
SBFS,Campos/Sao Tome,-22.028,-41.069,METAR
SBFZ,Fortaleza/Martins Intl,-3.776,-38.533,METAR|TAF
SBGA,Gama,-16.05,-48.05,METAR
SBGL,Rio de Janeiro/Galeão Intl,-22.815,-43.261,METAR|TAF
SBGM,Guajará-Mirim Arpt,-10.787,-65.281,METAR
SBGO,Goiania/Genoveva Arpt,-16.632,-49.221,METAR|TAF
SBGR,Sao Paulo Intl,-23.432,-46.469,METAR|TAF
SBGU,Guarapuava/Faria Arpt,-25.387,-51.52,METAR
SBGW,Guaratingueta Arpt,-22.792,-45.205,METAR|TAF
SBHT,Altamira Arpt,-3.251,-52.252,METAR
SBIC,Itacoatiara Arpt,-3.127,-58.481,METAR
SBIH,Itaituba Arpt,-4.242,-56.001,METAR|TAF
SBIL,Ilheus/Amado Arpt,-14.816,-39.033,METAR|TAF
SBIP,Ipatinga/Usiminas Arpt,-19.471,-42.488,METAR
SBIT,Itumbiara Arpt,-18.445,-49.213,METAR
SBIZ,Imperatriz Arpt,-5.53,-47.458,METAR|TAF
SBJE,Monteiro/Pessoa Arpt,-2.907,-40.358,TAF
SBJF,Juiz De Fora Arpt,-21.793,-43.386,METAR
SBJP,Joao Pessoa/Pinto Arpt,-7.148,-34.951,METAR|TAF
SBJR,Jacarepagua Arpt,-22.988,-43.37,METAR|TAF
SBJU,Juazeiro do Norte/Menezes Arpt,-7.219,-39.27,METAR
SBJV,Joinville/Loyola Arpt,-26.224,-48.797,METAR|TAF
SBKG,Campina Grande Arpt,-7.27,-35.895,METAR|TAF
SBKP,Campinas/Viracopos Arpt,-23.007,-47.135,METAR|TAF
SBLB,Platform P-25,-22.109,-39.917,METAR
SBLE,Chapada/Lencois Arpt,-12.482,-41.277,METAR
SBLO,Londrina Arpt,-23.334,-51.13,METAR|TAF
SBLP,Bom Jesus da Lapa Arpt,-13.262,-43.408,METAR|TAF
SBLS,Lagos Santa Arpt,-19.662,-43.896,METAR
SBMA,Marabá Arpt,-5.368,-49.137,METAR|TAF
SBMD,Monte Dourado Arpt,-0.89,-52.602,METAR
SBME,Macaé Arpt,-22.343,-41.766,METAR|TAF
SBMG,Maringa Rgnl,-23.476,-52.017,METAR
SBMK,Montes Claros Arpt,-16.705,-43.819,METAR
SBML,Marilia Arpt,-22.197,-49.926,METAR
SBMN,Manaus/Ponta Peleda,-3.146,-59.986,METAR|TAF
SBMO,Maceió/Palmares Arpt,-9.511,-35.792,METAR|TAF
SBMQ,Macapá Intl,0.051,-51.072,METAR|TAF
SBMS,Mossoró Arpt,-5.202,-37.364,METAR
SBMT,Campo de Marte Arpt,-23.509,-46.638,METAR|TAF
SBMY,Manicoré Arpt,-5.812,-61.279,METAR
SBNF,Navegantes Intl,-26.88,-48.651,METAR|TAF
SBNM,Santo Ângelo Arpt,-28.282,-54.169,METAR
SBNT,Natal/Severo Arpt,-5.911,-35.248,METAR|TAF
SBOI,Oiapoque Arpt,3.861,-51.796,METAR|TAF
SBPA,Porto Alegre/Filho Intl,-29.994,-51.171,METAR|TAF
SBPB,Parnaíba Intl,-2.894,-41.731,METAR|TAF
SBPC,Pocos De Caldas Arpt,-21.841,-46.565,METAR
SBPF,Passo Fundo/Kurtz Arpt,-28.245,-52.334,METAR
SBPG,Ponta Grossa/Beraldo Arpt,-25.184,-50.144,METAR
SBPJ,Palmas/Rodrigues Arpt,-10.291,-48.357,METAR|TAF
SBPK,Pelotas Arpt,-31.717,-52.328,METAR|TAF
SBPL,Petrolina Arpt,-9.367,-40.565,METAR|TAF
SBPN,Porto Nacional Arpt,-10.717,-48.399,METAR
SBPP,Ponta Porã Intl,-22.55,-55.703,METAR|TAF
SBPR,Belo Horizonte/Prate,-19.909,-43.991,METAR
SBPS,Porto Seguro Arpt,-16.439,-39.081,METAR|TAF
SBPV,Porto Velho Intl,-8.708,-63.901,METAR|TAF
SBQV,Vitoria da Conquista,-14.867,-40.862,METAR
SBRB,Rio Branco Intl,-9.867,-67.897,METAR|TAF
SBRF,Recife Arpt,-8.126,-34.923,METAR|TAF
SBRJ,Rio de Janeiro/Dumont Arpt,-22.91,-43.163,METAR|TAF
SBRP,Ribeirão Preto/Lopes Arpt,-21.134,-47.774,METAR|TAF
SBRS,Resende,-22.476,-44.477,METAR
SBSA,Sao Carlos,-22.017,-47.883,METAR
SBSC,Santa Cruz/Gusmao Arpt,-22.932,-43.719,METAR|TAF
SBSG,Natal/Alves Intl,-5.768,-35.376,METAR|TAF
SBSJ,Sao Jose dos Campos Arpt,-23.229,-45.861,METAR|TAF
SBSL,São Luís/Machado Intl,-2.585,-44.234,METAR|TAF
SBSM,Santa Maria Arpt,-29.711,-53.688,METAR|TAF
SBSN,Santarem Intl,-2.423,-54.789,METAR|TAF
SBSP,Sao Paulo/Congonhas,-23.627,-46.655,METAR|TAF
SBSR,Sao Jose do Rio Preto Arpt,-20.817,-49.407,METAR
SBST,Santos,-23.924,-46.305,METAR|TAF
SBSV,Salvador/Magalhães Intl,-12.911,-38.331,METAR|TAF
SBSY,Santa Isabel Morro,-11.573,-50.668,METAR
SBTA,Taubate,-23.04,-45.516,METAR
SBTC,Una Arpt,-15.355,-38.999,METAR
SBTD,Toledo Arpt,-24.686,-53.697,METAR|TAF
SBTE,Teresina Arpt,-5.06,-42.824,METAR|TAF
SBTF,Tefé Arpt,-3.383,-64.724,METAR|TAF
SBTK,Tarauacá Arpt,-8.155,-70.783,METAR
SBTT,Tabatinga Intl,-4.254,-69.939,METAR|TAF
SBTU,Tucuruí Arpt,-3.786,-49.72,METAR|TAF
SBUA,São Gabriel da Cachoeira Arpt,-0.15,-66.987,METAR
SBUF,Paulo Afonso Arpt,-9.4,-38.25,METAR
SBUG,Uruguaiana/Berta Intl,-29.782,-57.038,METAR|TAF
SBUL,Uberlandia Arpt,-18.883,-48.226,METAR|TAF
SBUR,Uberaba Arpt,-19.765,-47.965,METAR|TAF
SBUY,Urucu Arpt,-4.884,-65.354,METAR
SBVH,Vilhena Arpt,-12.694,-60.098,METAR|TAF
SBVT,Vitória/Salles Arpt,-20.258,-40.286,METAR|TAF
SBXV,Xavantina,-14.697,-52.349,METAR
SBYA,Iauaretê Arpt,0.607,-69.186,METAR
SBYS,Pirassununga/Fontenelle Arpt,-21.982,-47.34,METAR|TAF
SCAP,Alto Palena Arpt,-43.612,-71.802,METAR
SCAR,Arica/Chacalluta Arpt,-18.351,-70.336,METAR|TAF
SCAS,Puerto Aysen Arpt,-45.399,-72.67,METAR
SCAT,Desierto Atacama Arpt,-27.262,-70.774,METAR|TAF
SCBA,Balmaceda/Vidal Arpt,-45.913,-71.694,METAR|TAF
SCCC,Chile Chico Arpt,-46.581,-71.693,METAR
SCCF,Calama/El Loa Intl,-22.496,-68.905,METAR|TAF
SCCH,Chillan/OHiggins Arpt,-36.583,-72.031,METAR|TAF
SCCI,Punta Arenas Arpt,-53.003,-70.855,METAR|TAF
SCCY,Coyhaique/Vidal Arpt,-45.595,-72.11,METAR|TAF
SCDA,Iquique/Diego Aracena Arpt,-20.535,-70.181,METAR|TAF
SCEL,Santiago/Benítez Intl,-33.393,-70.786,METAR|TAF
SCER,Quintero Santia,-32.79,-71.522,METAR
SCFA,Antofagasta/Sabella Arpt,-23.45,-70.441,METAR|TAF
SCFM,Porvenir/Martinez Arpt,-53.254,-70.319,METAR|TAF
SCFT,Futaleufú Arpt,-43.189,-71.853,METAR
SCGE,Los Angeles/Dolores,-37.403,-72.422,METAR|TAF
SCGZ,Guardiamarina/Zahart,-54.932,-67.631,METAR|TAF
SCHA,Copiapo Arpt,-27.296,-70.414,METAR|TAF
SCHR,Cochrane Arpt,-47.244,-72.586,METAR|TAF
SCIC,Curico/Freire Arpt,-34.966,-71.217,METAR|TAF
SCIE,Concepcion/Sur Intl,-36.773,-73.063,METAR|TAF
SCIP,Pascua Island Arpt,-27.161,-109.427,METAR|TAF
SCIR,Robinson Crusoe Arpt,-33.666,-78.93,METAR|TAF
SCJO,Osorno/Siebert Arpt,-40.605,-73.061,METAR|TAF
SCLL,Vallenar Arpt,-28.596,-70.756,METAR
SCMK,Melinka Arpt,-43.897,-73.741,METAR|TAF
SCNT,Puerta Natales/Galla,-51.672,-72.528,METAR|TAF
SCON,Puerto Quellon Arpt,-43.134,-73.633,METAR
SCPD,Peldehue Arpt,-33.1173,-70.6838,TAF
SCPQ,Monopulli Arpt,-42.347,-73.718,METAR|TAF
SCQP,Temuco Arpt,-38.925,-72.648,METAR|TAF
SCRA,Chanaral Arpt,-26.332,-70.607,METAR
SCRD,Valparaiso/Rodelillo Arpt,-33.068,-71.557,METAR|TAF
SCRG,Rancagua/Indepencia Arpt,-34.174,-70.776,METAR|TAF
SCRM,Teniente Marsh Arpt,-62.191,-58.987,METAR
SCSE,La Serena/La Florida Arpt,-29.918,-71.201,METAR|TAF
SCSN,Santo Domingo Arpt,-33.656,-71.615,METAR|TAF
SCTB,Santiago/Sanchez Arpt,-33.456,-70.547,METAR|TAF
SCTC,Temuco/Maquehue,-38.77,-72.637,METAR|TAF
SCTE,Puerto Montt/Tepua Arpt,-41.439,-73.094,METAR|TAF
SCTN,Chaitén Arpt,-42.933,-72.699,METAR|TAF
SCVD,Valdivia/Pichoy Arpt,-39.65,-73.086,METAR|TAF
SCVM,Concon/Vina Del Mar Arpt,-32.947,-71.479,METAR|TAF
SEAM,Ambato/Chachoan,-1.212,-78.575,METAR
SEBC,Bahia De Caraquez,-0.608,-80.403,METAR
SECA,Ciudad de Catamayo Arpt,-3.995,-79.372,METAR
SECO,Francisco de Orellana Arpt,-0.461,-76.988,METAR
SECU,Cuenca/Lamar Intl,-2.889,-78.984,METAR
SEES,Esmeraldas-Tachina,0.979,-79.625,METAR
SEGS,Galapagos/Seymour Arpt,-0.445,-90.269,METAR
SEGU,Guayaquil/Olmedo Intl,-2.158,-79.884,METAR|TAF
SEGZ,Gualaquiza/Jaramille Arpt,-3.423,-78.567,METAR
SEIB,Ibarra/Atahualpa,0.339,-78.136,METAR
SEJD,Tena-Jumandy Arpt,-1.06,-77.58,METAR
SELA,Nueva Loja/Lago Agri,0.092,-76.869,METAR
SELO,Catamayo Arpt,-3.996,-79.369,METAR
SELT,Latacunga/Cotopaxi Intl,-0.921,-78.619,METAR|TAF
SEMA,Macara/Velasco Arpt,-4.378,-79.941,METAR
SEMC,Macas/Carvajal Arpt,-2.299,-78.121,METAR
SEMH,Machala/Serran,-3.269,-79.962,METAR
SEMT,Manta/Alfaro Intl,-0.946,-80.679,METAR|TAF
SENL,Lago Agrio Arpt,0.092,-76.869,METAR
SEPA,Pastaza/Rio Amazon,-1.505,-78.062,METAR
SEQM,Quito/New Intl,-0.124,-78.354,METAR|TAF
SEQU,Quito/Sucre Intl,-0.141,-78.488,METAR|TAF
SERB,Riobamba Arpt,-1.655,-78.656,METAR
SERO,Santa Rosa Arpt,-3.435,-79.978,METAR
SESA,Salinas/Paez Arpt,-2.205,-80.989,METAR
SESD,Santo Domingo Arpt,-0.248,-79.209,METAR
SESM,Shell Mera/Amazonas Arpt,-1.505,-78.063,METAR
SEST,Galapagos/San Cristobal Arpt,-0.906,-89.619,METAR
SETI,Tiputini,-0.776,-75.532,METAR
SETN,Tachina/Torres Arpt,0.979,-79.627,METAR
SETU,Tulcan/El Rosal,0.809,-77.708,METAR
SFAL,Stanley Airport,-51.686,-57.778,METAR|TAF
SGAS,Asunción/Pettriossi,-25.248,-57.519,METAR|TAF
SGCO,Concepcion/Peralta Arpt,-23.438,-57.43,METAR|TAF
SGEN,Encarnacion/Gonzales,-27.221,-55.834,METAR|TAF
SGES,Guarani Intl,-25.461,-54.849,METAR|TAF
SGGR,Salto del Guaira Arpt,-24.032,-54.351,METAR
SGLV,Puerto Casado,-22.283,-57.933,METAR
SGME,Mariscal Estigagambi,-22.034,-60.622,METAR|TAF
SGNA,Nueva Asuncion,-20.71,-61.926,METAR
SGOV,Coronel Oviedo Arpt,-25.5173,-56.4063,METAR
SGPC,Pozo Colorado Arpt,-23.499,-58.786,METAR
SGPI,Pilar/Jimenez Arpt,-26.881,-58.318,METAR|TAF
SGPJ,Caballero Arpt,-22.641,-55.83,METAR|TAF
SGSJ,San Juan Batista,-26.667,-57.133,METAR
SGSP,San Pedro Arpt,-24.028,-57.023,METAR
SGVR,Villarrrica,-25.758,-56.433,METAR
SKAR,Armenia/El Eden Arpt,4.455,-75.766,METAR|TAF
SKAS,Puerto Asis,0.505,-76.501,METAR
SKBG,Bucaramango/Palonegro Arpt,7.127,-73.185,METAR|TAF
SKBO,Bogota/El Dorado Arpt,4.706,-74.151,METAR|TAF
SKBQ,Barranquilla/Cortissoz Arpt,10.883,-74.78,METAR|TAF
SKBU,Buenaventura,3.82,-76.992,METAR
SKCC,Cucuta/Daza Intl,7.93,-72.509,METAR|TAF
SKCG,Cartagena/Nuñez Intl,10.447,-75.516,METAR|TAF
SKCL,Cali/Aragon Arpt,3.543,-76.382,METAR|TAF
SKEJ,Barrancabermeja/Yariguies Arpt,7.026,-73.809,METAR
SKGI,Girardot/Santiago Vila Arpt,4.276,-74.797,METAR
SKGP,Guapi Arpt,2.57,-77.899,METAR
SKIB,Ibague/Perales Arpt,4.418,-75.13,METAR
SKIP,Ipiales/San Luis Arpt,0.858,-77.677,METAR
SKLC,Apartado/Betencourt Arpt,7.817,-76.718,METAR
SKLT,Leticia/Cobo Intl,-4.196,-69.943,METAR|TAF
SKMD,Medellin/Herrera Arpt,6.221,-75.59,METAR
SKMR,Monteria/Garzones Arpt,8.826,-75.825,METAR
SKMZ,Manizales/La Nubia Arpt,5.03,-75.47,METAR
SKNV,Neiva/Salas Arpt,2.949,-75.294,METAR
SKPC,Puerto Carreno Arpt,6.184,-67.491,METAR
SKPE,Pereira/Matecana Arpt,4.814,-75.735,METAR|TAF
SKPP,Popayan/Guillermo,2.453,-76.609,METAR
SKPS,Pasto/Nariño Arpt,1.394,-77.291,METAR
SKPV,Providencia Isl Arpt,13.358,-81.358,METAR
SKRG,Rionegro/Córdova Intl,6.169,-75.426,METAR|TAF
SKRH,Riohacha/Padilla Arpt,11.528,-72.918,METAR|TAF
SKSA,Saravena/Los Colonizadores Arpt,6.955,-71.86,METAR
SKSJ,San Jose del Guaviar,2.574,-72.64,METAR
SKSM,Santa Marta/Bolivar Arpt,11.12,-74.231,METAR|TAF
SKSP,San Andres Island Arpt,12.587,-81.704,METAR|TAF
SKSV,San Vicente Arpt,2.152,-74.766,METAR
SKTM,Tame/Vargas Arpt,6.451,-71.76,METAR
SKUC,Arauca/Perez Arpt,7.066,-70.735,METAR
SKUI,Quibdó/El Caraño Arpt,5.691,-76.644,METAR
SKVP,Valledupar/Pumerejo Arpt,10.436,-73.248,METAR
SKVV,Villavicencio/Vangardia Arpt,4.162,-73.618,METAR
SKYP,Yopal/El Alcaravan,5.319,-72.384,METAR
SLAL,Alcantarí Arpt,-19.247,-65.15,METAR|TAF
SLAP,Apolo,-14.736,-68.412,METAR
SLAS,Ascencion Arpt,-15.93,-63.157,METAR
SLCA,Camiri Arpt,-20.006,-63.528,METAR
SLCB,Cochabamba/Wilstermann Intl,-17.421,-66.179,METAR|TAF
SLCN,Charaña,-17.592,-69.442,METAR
SLCO,Cobija Arpt,-11.04,-68.782,METAR|TAF
SLCP,Concepción Arpt,-16.138,-62.028,METAR
SLET,Santa Cruz/El Tromp,-17.812,-63.172,METAR|TAF
SLGY,Guayaramerin,-10.821,-65.346,METAR
SLJE,San José de Chiquitos Arpt,-17.832,-60.744,METAR
SLJO,San Joaquín Arpt,-13.05,-64.663,METAR
SLJV,San Javier Arpt,-16.271,-62.471,METAR
SLLP,La Paz/El Alto Intl,-16.511,-68.182,METAR|TAF
SLMG,Magdalena Arpt,-13.262,-64.059,METAR
SLOR,Oruro/Mendoza Arpt,-17.962,-67.077,METAR|TAF
SLPO,Potosi/Rojas Arpt,-19.543,-65.724,METAR
SLPS,Puerto Suárez Intl,-18.981,-57.821,METAR|TAF
SLRB,Roboré Arpt,-18.33,-59.763,METAR
SLRI,Riberalta Arpt,-11.007,-66.076,METAR
SLRQ,Rurrenabaque Arpt,-14.429,-67.503,METAR|TAF
SLRY,Reyes Arpt,-14.303,-67.353,METAR
SLSA,Santa Ana/Suarez Arpt,-13.762,-65.435,METAR
SLSB,San Borja,-14.857,-66.738,METAR
SLSI,San Ignacio de Velas,-16.384,-60.963,METAR
SLSM,San Ignacio de Moxo,-14.964,-65.635,METAR
SLSU,Sucre/Padilla Intl,-19.007,-65.289,METAR|TAF
SLSV,San Ignacio de Velas,-16.401,-61.046,METAR
SLTJ,Tarija/Plaza Arpt,-21.556,-64.701,METAR|TAF
SLTR,Trinidad/Arauz Arpt,-14.819,-64.918,METAR|TAF
SLVG,Vallegrande,-18.467,-64.1,METAR
SLVM,Villamontes/Pabon Arpt,-21.254,-63.407,METAR
