icao_id,name,latitude,longitude,type
HULI,Lira Arpt,2.248,32.91,METAR
HUMA,Mbarara Arpt,-0.555,30.6,METAR
HUMI,Masindi Arpt,1.755,31.737,METAR
HUMO,Moroto,2.508,34.591,METAR
HUSO,Soroti Arpt,1.725,33.622,METAR|TAF
HUTO,Tororo,0.681,34.168,METAR
KAAA,Lincoln/Logan Cnty,40.15841,-89.33895,METAR
KAAF,Apalachicola Muni,29.72681,-85.02481,METAR
KAAO,Wichita/Jabara Arpt,37.74965,-97.21908,METAR
KAAS,Campbellsville/Taylor Cnty,37.35694,-85.31515,METAR
KAAT,Alturas Muni,41.48362,-120.56149,METAR
KABE,Allentown/Lehigh Valley Intl,40.65796,-75.43472,METAR|TAF
KABH,AFA/Bullseye Astrp,38.75865,-104.2991,METAR
KABI,Abilene Rgnl,32.41062,-99.68208,METAR|TAF
KABQ,Albuquerque Intl,35.04189,-106.61544,METAR|TAF
KABR,Aberdeen Rgnl,45.44358,-98.41384,METAR|TAF
KABY,Albany/SW Georgia Rgnl,31.53642,-84.1958,METAR|TAF
KACB,Bellaire/Antrim Cnty,44.98671,-85.20223,METAR
KACJ,Americus/Carter Rgnl,32.11061,-84.18412,METAR
KACK,Nantucket Mem Arpt,41.25407,-70.05892,METAR|TAF
KACP,Oakdale/Parish Arpt,30.74694,-92.68696,METAR
KACQ,Waseca Muni,44.07022,-93.55346,METAR
KACT,Waco Rgnl,31.61797,-97.22829,METAR|TAF
KACV,Arcata Arpt,40.97844,-124.10478,METAR|TAF
KACY,Atlantic City Intl,39.45204,-74.567,METAR|TAF
KADC,Wadena Muni,46.45021,-95.21354,METAR
KADF,Arkadelphia/Florence Fld,34.09532,-93.06899,METAR|TAF
KADG,Adrian/Lenawee Cnty,41.86783,-84.07944,METAR
KADH,Ada Muni,34.80205,-96.67007,METAR
KADM,Ardmore Muni,34.30074,-97.00888,METAR
KADS,Dallas/Addison Arpt,32.96341,-96.83542,METAR
KADT,Atwood/Rollins Cnty,39.84013,-101.04484,METAR
KADU,Audubon Cnty Arpt,41.69935,-94.92042,METAR
KADW,Andrews AFB,38.82148,-76.8654,METAR|TAF
KAEG,Albuquerque/Double Eagle Arpt,35.15001,-106.79289,METAR|TAF
KAEJ,Buena Vista/Central Colorado Rgnl,38.81163,-106.12134,METAR
KAEL,Albert Lea Muni,43.68226,-93.37216,METAR
KAEX,Alexandria Intl,31.33464,-92.55849,METAR|TAF
KAFF,Air Force Academy Arfld,38.971,-104.816,METAR|TAF
KAFJ,Washington Cnty Arpt,40.13625,-80.28512,METAR
KAFK,Nebraska City Muni,40.60651,-95.86354,METAR
KAFN,Jaffrey Muni,42.80667,-72.00126,METAR
KAFO,Afton Muni,42.71392,-110.94429,METAR
KAFP,Wadesboro/Anson Cnty,35.01943,-80.07837,METAR
KAFW,Fort Worth/Alliance Arpt,32.99,-97.32,METAR|TAF
KAGC,Pittsburgh/Allegheny Cnty,40.3551,-79.92147,METAR|TAF
KAGI,Garden Banks 426,27.5461,-92.4434,METAR
KAGO,Magnolia Muni,33.22662,-93.2154,METAR
KAGS,Augusta Rgnl,33.36517,-81.96352,METAR|TAF
KAGZ,Wagner Muni,43.064,-98.295,METAR
KAHN,Athens/Epps Arpt,33.94773,-83.32736,METAR|TAF
KAHQ,Wahoo Muni,41.241,-96.594,METAR
KAIA,Alliance Muni,42.05732,-102.80168,METAR|TAF
KAIB,Nucla/Hopkins Fld,38.23899,-108.56684,METAR
KAID,Anderson Muni,40.1061,-85.60975,METAR
KAIG,Antigo/Langlade Cnty,45.15655,-89.11147,METAR
KAIK,Aiken Muni,33.65095,-81.68208,METAR|TAF
KAIO,Atlantic Muni,41.40587,-95.04649,METAR
KAIT,Aitkin Muni,46.5483,-93.67544,METAR
KAIZ,Kaiser/Lee Fine Mem,38.10049,-92.54747,METAR
KAJG,Mount Carmel Muni,38.60931,-87.72513,METAR
KAJL,Lava Mountain,43.674,-110.031,METAR
KAJO,Corona Muni,33.89556,-117.59613,METAR
KAJR,Cornelia/Habersham Cnty,34.50061,-83.55188,METAR
KAJZ,Delta/Blake Fld,38.78688,-108.06585,METAR
KAKH,Gastonia Muni,35.19682,-81.15552,METAR
KAKO,Akron/Plains Rgnl,40.17429,-103.21459,METAR
KAKQ,Norfolk Muni,36.98271,-77.00138,METAR
KAKR,Akron/Fulton Intl,41.03733,-81.46341,METAR
KALB,Albany Intl,42.74732,-73.79913,METAR|TAF
KALI,Alice Intl,27.74131,-98.02506,METAR|TAF
KALK,Pioneer Airfld,31.606,-110.428,METAR
KALM,Alamogordo/White Sands Rgnl,32.83511,-105.99409,METAR
KALN,Alton/St Louis Rgnl,38.88968,-90.03163,METAR
KALO,Waterloo Rgnl,42.55438,-92.40129,METAR|TAF
KALS,Alamosa/Bergman Fld,37.43932,-105.8618,METAR|TAF
KALW,Walla Walla Rgnl,46.09457,-118.28572,METAR|TAF
KALX,Alexander City/Russell Fld,32.916,-85.964,METAR
KAMA,Amarillo Intl Arpt,35.22028,-101.71733,METAR|TAF
KAMG,Alma/Bacon Cnty,31.54006,-82.50736,METAR
KAMN,Alma/Gratiot Communi,43.32093,-84.68712,METAR
KAMW,Ames Muni,41.99045,-93.61852,METAR
KANB,Anniston Metro,33.59043,-85.84788,METAR|TAF
KAND,Anderson Rgnl,34.49801,-82.70923,METAR|TAF
KANE,Blaine/Anoka Cnty,45.1426,-93.21273,METAR|TAF
KANJ,Sault Ste Marie Muni,46.47998,-84.3581,METAR
KANK,Salida/Alexander Fld,38.538,-106.049,METAR
KANQ,Angola/Tri-State Arpt,41.64045,-85.08516,METAR
KANR,Green Canyon Blk 763,27.2264,-91.19,METAR
KANW,Ainsworth Muni,42.5748,-99.99844,METAR
KAOH,Lima/Allen Cnty,40.70807,-84.02141,METAR
KAOO,Altoona/Blair Cnty,40.29991,-78.31679,METAR|TAF
KAPA,Denver/Centennial Arpt,39.55989,-104.84843,METAR|TAF
KAPC,Napa Cnty Arpt,38.2075,-122.28041,METAR|TAF
KAPF,Naples Muni,26.15498,-81.77513,METAR|TAF
KAPG,Phillips,39.474,-76.166,METAR
KAPN,Alpena Cnty Rgnl,45.07161,-83.56453,METAR|TAF
KAPS,Reserve/Port of South Louisiana Exec,30.086,-90.584,METAR
KAPV,Apple Valley Cnty,34.569,-117.191,METAR
KAPY,Zapata Cnty,26.969,-99.249,METAR
KAQO,Llano Muni,30.78729,-98.66077,METAR
KAQP,Appleton Muni,45.22488,-96.00412,METAR
KAQR,Atoka Muni,34.40034,-96.14599,METAR
KAQV,Ft Polk/Peason Ridge,31.396,-93.297,METAR
KAQW,North Adams/Harriman West Arpt,42.6973,-73.16963,METAR
KAQX,Allendale Cnty Arpt,32.99408,-81.27101,METAR
KARA,New Iberia/Acadiana Rgnl,30.02915,-91.88454,METAR|TAF
KARB,Ann Arbor Muni,42.22393,-83.73983,METAR
KARG,Walnut Ridge Rgnl,36.12556,-90.92156,METAR
KARL,Arlington,41.6,-106.21,METAR
KARM,Wharton Rgnl,29.25147,-96.1508,METAR
KARR,Aurora Muni,41.77133,-88.48146,METAR
KART,Watertown Intl,43.98885,-76.02609,METAR|TAF
KARV,Woodruff/Lakeland Arpt,45.92638,-89.73068,METAR
KARW,Beaufort Cnty,32.41038,-80.63352,METAR
KASD,Slidell Arpt,30.34356,-89.82237,METAR|TAF
KASE,Aspen/Pitkin Cnty,39.22993,-106.87053,METAR|TAF
KASG,Springdale Muni,36.1802,-94.11756,METAR
KASH,Nashua/Boire Fld,42.77979,-71.51411,METAR
KASJ,Ahoskie/Tri Cnty,36.29414,-77.17242,METAR
KASL,Marshall/Harrison Cnty,32.52075,-94.30661,METAR
KASN,Talladega Muni,33.569,-86.0519,METAR|TAF
KAST,Astoria Rgnl,46.15695,-123.88326,METAR|TAF
KASW,Warsaw Muni,41.274,-85.842,METAR
KASX,Ashland/Kennedy Mem Arpt,46.54676,-90.91843,METAR
KATA,Atlanta Muni,33.10173,-94.19366,METAR
KATL,Atlanta/Hartsfield-Jackson Intl,33.62972,-84.44223,METAR|TAF
KATP,Green Canyon 787,27.1956,-90.0269,METAR
KATS,Artesia Muni,32.85237,-104.46445,METAR
KATT,Austin/Camp Mabry,30.32077,-97.76043,METAR
KATW,Appleton/Outagamie Cnty,44.25194,-88.52603,METAR|TAF
KATY,Watertown Rgnl,44.90453,-97.14956,METAR|TAF
KAUD,Audubon Park,29.93,-90.13,METAR
KAUG,Augusta/State Arpt,44.3161,-69.79701,METAR|TAF
KAUH,Aurora/Potter Fld,40.8966,-97.99735,METAR
KAUM,Austin Muni,43.66883,-92.93209,METAR
KAUN,Auburn Muni,38.95527,-121.0865,METAR
KAUO,Auburn Univ Arpt,32.61702,-85.43416,METAR|TAF
KAUS,Austin/Bergstrom Intl,30.1831,-97.68063,METAR|TAF
KAUW,Wausau Downtown,44.92647,-89.62481,METAR|TAF
KAVC,Mecklenburg/Brunswick Rgnl,36.68538,-78.05226,METAR
KAVK,Alva Muni,36.77649,-98.67239,METAR
KAVL,Asheville Muni,35.43179,-82.53788,METAR|TAF
KAVP,Wilkes-Barre Scranton Intl,41.33349,-75.72272,METAR|TAF
KAVQ,Tucson/Marana Rgnl,32.41116,-111.21596,METAR
KAVX,Avalon/Catalina Arpt,33.40421,-118.41458,METAR
KAWG,Washington Muni,41.27495,-91.67455,METAR
KAWH,Wildhorse Res/E,41.67,-115.78,METAR
KAWM,West Memphis Muni,35.14013,-90.2359,METAR
KAWO,Arlington Muni,48.15839,-122.15914,METAR
KAXA,Algona Muni,43.07964,-94.27235,METAR
KAXH,Houston/SW Arpt,29.50501,-95.47596,METAR
KAXN,Alexandria/Chandler Fld,45.86803,-95.39399,METAR|TAF
KAXO,Grand Isle,29.25,-89.97,METAR
KAXS,Altus/Quartz Mtn Rgnl,34.69633,-99.34023,METAR
KAXV,Wapakoneta/Armstrong Arpt,40.49594,-84.29293,METAR
KAXX,Angel Fire Arpt,36.422,-105.29,METAR
KAYS,Waycross/Ware Cnty,31.24659,-82.40138,METAR
KAZC,Colorado City Muni,36.959,-113.013,METAR
KAZE,Hazlehurst Arpt,31.87923,-82.64543,METAR
KAZO,Kalamazoo Intl,42.22827,-85.546,METAR|TAF
KBAB,Beale AFB,39.145,-121.436,METAR|TAF
KBAC,Barnes Cnty Muni,46.9419,-98.01794,METAR
KBAD,Barksdale AFB,32.488,-93.658,METAR|TAF
KBAF,Westfield/Barnes Muni,42.16005,-72.71244,METAR|TAF
KBAK,Columbus Muni,39.26645,-85.89259,METAR
KBAM,Battle Mountain Arpt,40.60476,-116.87194,METAR
KBAN,Bridgeport,38.355,-119.522,METAR|TAF
KBAX,Bad Axe/Huron Cnty,43.7774,-82.98276,METAR
KBAZ,New Braunfels Muni,29.70888,-98.04585,METAR
KBBB,Benson Muni,45.33099,-95.64692,METAR
KBBD,Brady/Curtis Fld,31.1766,-99.32292,METAR|TAF
KBBF,Brazos 133,27.835,-96.0131,METAR
KBBG,Branson Arpt,36.52586,-93.19691,METAR|TAF
KBBP,Bennettsville/Marlboro Jetport,34.6228,-79.7354,METAR
KBBW,Broken Bow Muni,41.43653,-99.63851,METAR
KBCB,Blacksburg/VA Tech Montgomery Exec,37.20801,-80.41269,METAR|TAF
KBCE,Bryce Canyon Arpt,37.70128,-112.14897,METAR|TAF
KBCK,Black River Falls Arpt,44.24988,-90.85004,METAR
KBCR,Bonifay/Tri Cnty Arpt,30.84316,-85.60431,METAR
KBCT,Boca Raton Arpt,26.379,-80.106,METAR
KBDE,Baudette Intl,48.72606,-94.61216,METAR
KBDG,Blanding Muni,37.587,-109.481,METAR
KBDH,Willmar Muni,45.11112,-95.12584,METAR
KBDL,Hartford/Bradley Intl,41.93741,-72.68203,METAR|TAF
KBDN,Bend Muni,44.10056,-121.19837,METAR|TAF
KBDR,Bridgeport/Sikorsky Mem,41.16424,-73.12662,METAR|TAF
KBDU,Boulder Muni,40.03771,-105.22737,METAR
KBEA,Beeville Muni,28.36919,-97.79535,METAR
KBEC,Wichita/Beech Factory Arpt,37.694,-97.215,METAR
KBED,Bedford/Hanscom Fld,42.46812,-71.29463,METAR|TAF
KBEH,Benton Harbor/SW Michigan Rgnl,42.12897,-86.41516,METAR
KBFA,Boyne Falls Arpt,45.166,-84.924,METAR
KBFD,Bradford Rgnl,41.79836,-78.63544,METAR|TAF
KBFF,Scottsbluff/Western Nebraska Rgnl,41.87467,-103.60113,METAR|TAF
KBFI,Seattle/Boeing Fld,47.54554,-122.31475,METAR|TAF
KBFL,Bakersfield/Meadows Arpt,35.43424,-119.05523,METAR|TAF
KBFM,Mobile/Downtown Arpt,30.61465,-88.06303,METAR|TAF
KBFU,Belle Fourche,43.93,-105.44,METAR
KBFW,Silver Bay Muni,47.25207,-91.40982,METAR
KBFZ,Albertville Muni,34.23159,-86.24814,METAR
KBGD,Borger/Hutchinson Cnty,35.69502,-101.39551,METAR
KBGE,Bainbridge/Decatur Cnty,30.97086,-84.63438,METAR
KBGF,Winchester Muni,35.17405,-86.06783,METAR
KBGM,Binghamton Arpt,42.20677,-75.97991,METAR|TAF
KBGR,Bangor Intl Arpt,44.7979,-68.8195,METAR|TAF
KBHB,Bar Harbor/Hancock Cnty,44.45491,-68.36171,METAR|TAF
KBHC,Baxley Muni,31.71204,-82.39017,METAR
KBHK,Baker Muni,46.35205,-104.26135,METAR
KBHM,Birmingham Intl,33.56546,-86.74491,METAR|TAF
KBID,Block Island Arpt,41.16682,-71.57569,METAR
KBIE,Beatrice Muni,40.30048,-96.75169,METAR
KBIF,Biggs,31.861,-106.369,METAR|TAF
KBIH,Bishop Rgnl,37.37114,-118.35885,METAR|TAF
KBIJ,Blakely/Early Cnty,31.40001,-84.89387,METAR
KBIL,Billings/Logan Intl,45.80722,-108.54617,METAR|TAF
KBIS,Bismarck Arpt,46.78231,-100.7575,METAR|TAF
KBIT,Bitter Creek,41.64,-108.58,METAR
KBIV,Holland/Tulip City Arpt,42.74634,-86.09678,METAR
KBIX,Biloxi/Keesler AFB,30.415,-88.922,METAR|TAF
KBJC,Rocky Mtn Metro,39.90085,-105.1042,METAR|TAF
KBJI,Bemidji Municip,47.50764,-94.92787,METAR|TAF
KBJJ,Wooster/Wayne Cnty,40.87324,-81.88863,METAR
KBJN,Tonopah Range#74,37.614,-116.264,METAR
KBKB,Ft Polk/Fullerton St,31.022,-92.911,METAR
KBKD,Breckenridge/Stephens Cnty,32.72061,-98.89311,METAR
KBKE,Baker Muni,44.84301,-117.80986,METAR|TAF
KBKF,Buckley SFB,39.713,-104.758,METAR|TAF
KBKL,Cleveland/Burke Lakefront Arpt,41.51732,-81.68318,METAR
KBKN,Blackwell/Tonkawa Muni,36.74307,-97.34786,METAR
KBKS,Falfurrias/Brooks Cnty,27.20643,-98.12161,METAR
KBKT,Blackstone/Perkinson,37.082,-77.953,METAR
KBKV,Brooksville-Tampa Bay Rgnl,28.47387,-82.45373,METAR
KBKW,Beckley/Raleigh Cnty,37.78359,-81.12282,METAR|TAF
KBKX,Brookings Rgnl,44.30755,-96.81834,METAR
KBLF,Bluefield/Mercer Cnty,37.2978,-81.20359,METAR|TAF
KBLH,Blythe Arpt,33.61876,-114.7145,METAR|TAF
KBLI,Bellingham Intl,48.7991,-122.5407,METAR|TAF
KBLM,Farmingdale/Monmouth Exec,40.18218,-74.12071,METAR
KBLU,Blue Canyon/Nyack Arpt,39.27619,-120.70926,METAR
KBLV,Belleville/Scott AFB,38.54,-89.845,METAR|TAF
KBMC,Brigham City Arpt,41.54633,-112.06003,METAR
KBMG,Bloomington/Monroe Cnty,39.14315,-86.6168,METAR|TAF
KBMI,Bloomington Rgnl,40.47771,-88.91436,METAR|TAF
KBML,Berlin Muni,44.57604,-71.17821,METAR
KBMQ,Burnet Muni,30.74068,-98.23541,METAR
KBMT,Beaumont Muni,30.06856,-94.21548,METAR
KBNA,Nashville Intl,36.11053,-86.68815,METAR|TAF
KBNL,Barnwell Cnty,33.26006,-81.38699,METAR
KBNO,Burns Muni,43.59486,-118.9579,METAR|TAF
KBNW,Boone Muni,42.04857,-93.8486,METAR
KBNY,Burney,40.88,-121.67,METAR
KBOI,Boise Arpt,43.56704,-116.24061,METAR|TAF
KBOK,Brookings/State Arpt,42.07535,-124.29023,METAR
KBOS,Boston/Logan Intl,42.36057,-71.00974,METAR|TAF
KBOW,Bartow Muni,27.94715,-81.78111,METAR
KBPC,Pampa/Mesa Vista Ranch Arpt,35.8913,-101.0275,METAR
KBPG,Big Springs/McMahon,32.20974,-101.52472,METAR
KBPI,Big Piney Arpt,42.57803,-110.10976,METAR|TAF
KBPK,Mountain Home/Baxter Cnty,36.37055,-92.47194,METAR|TAF
KBPT,Beaumont/SE Texas Rgnl,29.95206,-94.02616,METAR|TAF
KBQK,Brunswick/Golden Isles Arpt,31.25673,-81.47536,METAR
KBQP,Morehouse Mem Arpt,32.75826,-91.87929,METAR
KBQX,Brazos 538,28.314,-95.62,METAR
KBRD,Brainerd/Lakes Rgnl,46.40206,-94.12733,METAR|TAF
KBRG,Belen Rgnl,34.64774,-106.83307,METAR
KBRL,Burlington/SE Iowa Rgnl,40.77293,-91.1255,METAR|TAF
KBRO,Brownsville Intl,25.91459,-97.42314,METAR|TAF
KBRX,Bordeaux,41.93,-104.94,METAR
KBRY,Bardstown/Samuel Fld,37.80794,-85.50105,METAR
KBTA,Blair Muni,41.415,-96.109,METAR
KBTL,Battle Creek/Kellogg Fld Arpt,42.31192,-85.24147,METAR|TAF
KBTM,Butte/Mooney Arpt,45.96435,-112.50146,METAR|TAF
KBTN,Britton Muni,45.81865,-97.74568,METAR
KBTP,Pittsburgh/Butler Rgnl,40.7765,-79.9568,METAR
KBTR,Baton Rouge/Ryan Fld,30.53783,-91.14679,METAR|TAF
KBTV,Burlington Intl,44.46825,-73.14989,METAR|TAF
KBUF,Buffalo-Niagara Intl,42.93998,-78.73606,METAR|TAF
KBUR,Burbank/Bob Hope Arpt,34.19964,-118.36545,METAR|TAF
KBUU,Burlington Muni,42.69085,-88.30803,METAR
KBUY,Burlington/Alamance Rgnl,36.04751,-79.47374,METAR
KBVE,Boothville,29.333,-89.407,METAR|TAF
KBVI,Beaver Falls Arpt,40.77349,-80.38252,METAR|TAF
KBVN,Albion Muni,41.73015,-98.05456,METAR
KBVO,Bartlesville Muni,36.7664,-96.01295,METAR|TAF
KBVR,Beaver Rim,42.59,-108.29,METAR
KBVS,Burlington/Skagit Rgnl,48.46958,-122.41892,METAR
KBVU,Boulder City Muni,35.94892,-114.86328,METAR
KBVX,Batesville Rgnl,35.72586,-91.65175,METAR
KBVY,Beverly Muni,42.5841,-70.9153,METAR
KBWD,Brownwood Muni,31.78984,-98.95218,METAR
KBWG,Bowling Green/Warren Cnty,36.96467,-86.4238,METAR|TAF
KBWI,Baltimore-Washington Intl,39.17329,-76.68402,METAR|TAF
KBWP,Breckenridge-Wahpeton/Stern Arpt,46.2444,-96.6046,METAR
KBWW,Bowman Rgnl,46.1656,-103.29641,METAR
KBXA,Bogalusa/Carr Arfld,30.81043,-89.86275,METAR
KBXK,Buckeye Muni,33.41777,-112.68842,METAR
KBXM,Brunswick Exec,43.88479,-69.93538,METAR
KBYG,Buffalo/Johnson Cnty,44.3812,-106.7195,METAR
KBYH,Blytheville/Arkansas Intl,35.965,-89.946,METAR
KBYI,Burley Muni,42.54525,-113.76861,METAR|TAF
KBYL,Williamsburg/Whitley Cnty,36.79541,-84.20127,METAR
KBYS,Bicycle Lake,35.271,-116.634,METAR|TAF
KBYY,Bay City Muni,28.97172,-95.85837,METAR
KBZN,Bozeman/Gallatin Fld,45.7876,-111.16152,METAR|TAF
KCAD,Cadillac/Wexford Cnty,44.27846,-85.42074,METAR
KCAE,Columbia Metro,33.94224,-81.118,METAR|TAF
KCAG,Craig-Moffat Arpt,40.49297,-107.52398,METAR
KCAK,Akron/Canton Rgnl,40.91811,-81.44342,METAR|TAF
KCAO,Clayton Muni,36.44834,-103.15366,METAR
KCAR,Caribou Muni,46.87048,-68.01723,METAR|TAF
KCAV,Clarion Muni,42.74305,-93.75924,METAR
KCBE,Cumberland Arpt,39.61819,-78.75981,METAR
KCBF,Council Bluffs Muni,41.26114,-95.76042,METAR
KCBG,Cambridge Muni,45.557,-93.264,METAR
KCBK,Colby/Shaltz Fld,39.43006,-101.05119,METAR
KCBM,Columbus AFB,33.65191,-88.45669,METAR|TAF
KCCA,Clinton Muni,35.59461,-92.44553,METAR
KCCB,Upland/Cable Arpt,34.11182,-117.68474,METAR
KCCO,Newnan/Coweta Cnty,33.3107,-84.77132,METAR
KCCR,Concord/Buchanan Fld,37.99165,-122.05269,METAR
KCCU,Copper Mtn/Red Cliff,39.475,-106.152,METAR
KCCY,Charles City/NE Iowa Rgnl,43.07299,-92.61319,METAR
KCDA,Lyndonville/Caledonia Cnty,44.56774,-72.01911,METAR
KCDC,Cedar City Muni,37.70672,-113.09697,METAR|TAF
KCDD,Crane Lake Seaplane,48.26014,-92.47482,METAR
KCDH,Camden/Harrell Fld,33.619,-92.765,METAR
KCDI,Cambridg Muni,39.976,-81.577,METAR
KCDJ,Chillicothe Agri-Sci,39.81982,-93.57696,METAR
KCDN,Camden/Woodward Fld,34.2815,-80.56361,METAR
KCDR,Chadron Muni,42.83736,-103.09805,METAR|TAF
KCDS,Childress Muni,34.42746,-100.28391,METAR|TAF
KCDW,Caldwell/Essex Cnty,40.87645,-74.28285,METAR
KCEC,Crescent City/McNama,41.78361,-124.23796,METAR|TAF
KCEF,Chicopee/Westover AFB,42.201,-72.525,METAR|TAF
KCEU,Clemson/Oconee Cnty,34.67221,-82.88142,METAR
KCEV,Connersville/Mettel,39.70464,-85.12927,METAR
KCEW,Crestview/Sikes Arpt,30.77715,-86.51938,METAR
KCEY,Murray/Oakley Fld,36.664,-88.372,METAR
KCEZ,Cortez/Montezuma Cnt,37.30707,-108.62645,METAR
KCFD,Bryan/Coulter Fld,30.71705,-96.33475,METAR
KCFE,Buffalo Muni,45.1601,-93.84605,METAR
KCFJ,Crawfordsville Muni,39.97674,-86.91484,METAR
KCFO,Denver/Colorado Air and Space Port,39.79476,-104.54048,METAR
KCFS,Tuscola Area Arpt,43.46243,-83.44276,METAR
KCFV,Coffeyville Muni,37.09119,-95.5726,METAR
KCGC,Crystal River Arpt,28.86602,-82.57413,METAR
KCGE,Cambridge/Dorchester Rgnl,38.53715,-76.03092,METAR
KCGF,Cleveland/Cuyahoga Cnty,41.56599,-81.48267,METAR
KCGI,Cape Girardeau Rgnl,37.22543,-89.57854,METAR|TAF
KCGS,College Park Arpt,38.98057,-76.92514,METAR
KCGZ,Casa Granda Muni,32.9531,-111.77254,METAR
KCHA,Chattanooga Metro,35.03363,-85.20039,METAR|TAF
KCHD,Chandler Muni,33.26688,-111.8086,METAR
KCHK,Chickasha Muni,35.09272,-97.97092,METAR
KCHO,Charlottesville/Albemarle Arpt,38.13737,-78.45514,METAR|TAF
KCHS,Charleston Intl,32.89945,-80.0407,METAR|TAF
KCIC,Chico Muni,39.79875,-121.85797,METAR
KCID,Cedar Rapids/E Iowa Arpt,41.8829,-91.72459,METAR|TAF
KCII,Choteau Arpt,47.82617,-112.17027,METAR
KCIN,Carroll/Neu Arpt,42.04436,-94.78884,METAR
KCIR,Cairo Rgnl,37.06389,-89.22321,METAR
KCIU,Chippewa Cnty Intl,46.2531,-84.47727,METAR|TAF
KCJR,Culpeper Rgnl,38.52607,-77.85739,METAR
KCKB,Clarksburg/NC West Virginia Arpt,39.30217,-80.22391,METAR|TAF
KCKC,Grand Marais Muni,47.83664,-90.38644,METAR
KCKF,Cordele/Crisp Cnty,31.98894,-83.77392,METAR
KCKI,Kingstree/Williamsburg Rgnl,33.71865,-79.8567,METAR
KCKM,Clarksdale/Fletcher Fld,34.29449,-90.5146,METAR
KCKN,Crookston Muni,47.84042,-96.62013,METAR
KCKP,Cherokee Cnty,42.73044,-95.55379,METAR
KCKV,Clarksville/Outlaw Fld,36.61688,-87.41175,METAR|TAF
KCKZ,Perkasie/Pennridge Arpt,40.38641,-75.29527,METAR|TAF
KCLE,Cleveland/Hopkins Intl,41.40568,-81.85192,METAR|TAF
KCLI,Clintonville Muni,44.61522,-88.73133,METAR
KCLK,Clinton Rgnl,35.53812,-98.93358,METAR
KCLL,College Station/Easterwood Arpt,30.59119,-96.36308,METAR|TAF
KCLM,Port Angeles Intl,48.12193,-123.50657,METAR|TAF
KCLS,Chehalis-Centralia Arpt,46.67745,-122.98571,METAR
KCLT,Charlotte/Douglas Intl,35.22254,-80.95432,METAR|TAF
KCLW,Clearwater Air Park,27.97408,-82.75635,METAR
KCMA,Camarillo Arpt,34.21143,-119.08762,METAR|TAF
KCMB,East Cameron 47,29.441,-92.979,METAR
KCMD,Culman Rgnl,34.27222,-86.85832,METAR
KCMH,Columbus/Glenn Intl,39.99068,-82.87705,METAR|TAF
KCMI,Champaign/Willard Arpt,40.0324,-88.27547,METAR|TAF
KCMR,Williams/Clark Fld,35.30156,-112.19697,METAR
KCMS,Cemetery Separa,41.53,-109.46,METAR
KCMX,Houghton Cnty Mem,47.17046,-88.48538,METAR|TAF
KCMY,Sparta/Ft McCoy Arpt,43.9581,-90.73976,METAR
KCNB,Canby Muni,44.72966,-96.26227,METAR
KCNC,Chariton Muni,41.01846,-93.36078,METAR
KCNI,Canton/Cherokee Cnty,34.31,-84.424,METAR
KCNK,Concordia/Blosser Muni,39.55129,-97.65077,METAR
KCNM,Carlsbad/Cavern City Air Term,32.33355,-104.25845,METAR|TAF
KCNO,Chino Arpt,33.97563,-117.62486,METAR
KCNU,Chanute/Johnson Arpt,37.67049,-95.48461,METAR|TAF
KCNW,Waco/Texas State Tech Arpt,31.637,-97.071,METAR
KCNY,Moab/Canyonland Fld,38.75007,-109.76266,METAR|TAF
KCOD,Cody/Yellowstone Rgnl,44.51999,-109.02678,METAR|TAF
KCOE,Coeur DAlene Arpt,47.77187,-116.83324,METAR|TAF
KCOF,Cocoa Beach/Patrick,28.242,-80.608,METAR|TAF
KCOI,Cocoa/Merritt Isl Arpt,28.34219,-80.68405,METAR
KCOM,Coleman Muni,31.84148,-99.40578,METAR
KCON,Concord Muni,43.20488,-71.50257,METAR|TAF
KCOQ,Cloquet/Carlton Cnty,46.69862,-92.50344,METAR
KCOS,Colorado Spring Arpt,38.80948,-104.68874,METAR|TAF
KCOT,Cotulla/LaSalle Cnty,28.45851,-99.22276,METAR|TAF
KCOU,Columbia Rgnl,38.81705,-92.21477,METAR|TAF
KCPC,Whiteville/Columbus Cnty,34.27528,-78.71464,METAR
KCPF,Hazard/Ford Arpt,37.3869,-83.2593,METAR
KCPK,Chesapeake Rgnl,36.6631,-76.32643,METAR
KCPP,Greensboro/Greene Cnty,33.59906,-83.14014,METAR
KCPR,Casper/Natrona Cnty,42.89778,-106.47364,METAR|TAF
KCPS,St Louis/Downtown Arpt,38.57,-90.156,METAR|TAF
KCPT,Cleburne Muni,32.35261,-97.43497,METAR
KCPU,San Andreas/Calaveras Cnty,38.14449,-120.64537,METAR
KCPW,Wolf Creek Pass,37.464,-106.804,METAR
KCQB,Chandler Muni,35.72233,-96.81872,METAR
KCQC,Clines Corners,35.00301,-105.66275,METAR
KCQF,Fairhope/Callahan Arpt,30.46179,-87.874911,METAR
KCQM,Cook Muni,47.81993,-92.68167,METAR
KCQW,Cheraw Muni,34.71277,-79.96223,METAR
KCQX,Chatham Muni,41.68777,-69.99318,METAR
KCRE,North Myrtle Beach/Grand Strand Arpt,33.81618,-78.72042,METAR|TAF
KCRG,Jacksonville/Executive at Craig Arpt,30.33708,-81.51276,METAR|TAF
KCRH,West Cameron,28.909,-93.302,METAR
KCRP,Corpus Christi Intl,27.77335,-97.51298,METAR|TAF
